PLANTID,apple_id,ACCID,origin,species,use,country,world,release_year,acidity_16_stor,brix_16_stor,weight_avg_16_stor,firmness_avg_16_stor,brix_acid_16_stor,acidity_16_harv,juiciness_16_harv,date_jul_16_harv,weight_avg_16_harv,brix_avg_16_harv,firmness_avg_16_harv,flowering_jul_16_harv,precocity_16_harv,brix_acid_16_harv,time_ripen_16_harv,percent_acidity_16,percent_brix_16,percent_weight_16,percent_firmness_avg_16,percent_brix_acid_16,acidity_17_stor,brix_17_stor,weight_avg_17_stor,firmness_avg_17_stor,brix_acid_17_stor,brix_17_harv,acidity_17_harv,date_jul_17_harv,firmness_avg_17_harv,weight_avg_17_harv,brix_acid_17_harv,percent_acidity_17,percent_brix_17,percent_weight_avg_17,percent_firmness_avg_17,percent_brix_acid_17,tpc,frap,time_ripen_2017
Bessemianka Michurina,424,3710,USDA,domestica,dessert,Former Soviet Union,old,1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.159399352673,1.47436788863446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jan Steen,718,22010,USDA,domestica,dessert,Netherlands,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.159399352673,1.98116665680946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAS 72,267,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,8.124962453291,14.8780546184273,307.660534535034,213.832080995137,12.317988991427,8.89242800912705,154.071878768577,2.50048945247735,1.47251138581824,153.432797758858,NA,NA,NA,NA,NA,5.8826,13.8,NA,NA,2.34590147213817,11.5451594749769,8.54619373145168,278.419040198619,9.51893755427987,193.309025900155,1.30798838919891,-31.1670179163986,19.5306139331403,NA,NA,79.3518575172475,NA,NA,124.42261331113
Kimball McIntosh 2-4-4-4,152,9428,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.115798400792,2.50048945192694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0571172381627,12.9795554519362,260.092618316642,7.24980252015658,251.433463677647,1.02780521858193,NA,NA,NA,NA,NA,NA,NA,105.95243249502
Guldborg,766,200485,USDA,domestica,dessert,Denmark,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.941380196648332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Egri Piros,859,331988,USDA,domestica,NA,Hungary,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.717947054131,1.04180488037141,NA,NA,NA,NA,NA,NA,NA,7.7318,12,139.955,4.14225,1.5520318683877,12.2581908715141,10.6752939783098,239.312683695199,7.0984018165081,119.517853195967,1.16814570569171,-27.5729547522572,-2.10627224049914,17.0996602244213,-41.6453152825647,32.8628664066076,NA,NA,85.3933511686812
Romus 3,20,NA,Kentville,domestica,NA,Romania,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.995373301198,0.976151304236902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75819087151408,5.85129397830981,225.3126836952,7.4548018165081,62.7178531959669,1.69621331440088,NA,NA,NA,NA,NA,NA,NA,73.3933511686811
Imperial Stayman,907,211022,USDA,domestica,cider,United States,new,NA,5.7084,17.1,107.493333333333,5.512,2.99558545301661,6.04641585071698,6.58982598525646,308.792177730089,137.973162073727,16.2942117919842,6.53577712676362,153.811853716167,1.47334905370659,2.68849332413031,154.728602726261,-5.59035069804036,4.94524201785693,-22.0911286530542,-15.6641988688891,11.4224620210147,4.3684,15,120.165,5.97113333333333,3.8721933906389,13.7774699005434,6.51116440992142,268.287900360653,9.23087679968106,132.13904703682,2.08302985488259,-32.9090816176654,8.87340061913967,-9.06170227902693,-35.3134760336132,85.8923616271048,4.50319905835387,3.68426205890637,114.392886095288
Liestnaya Antonoffku,801,104525,USDA,domestica,dessert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.973279507051,0.976151305295138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9426267390976,18.76970948344,253.636872325005,7.2780018165081,247.621368190673,0.680651362143824,NA,NA,NA,NA,NA,NA,NA,103.791336330239
Novaspy,7,522646,Kentville,domestica,dessert,Canada,new,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.867432057564,1.53245831017298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1005377023497,9.50234003964798,282.229702843948,8.39767258840315,210.013724607399,1.20775204138735,NA,NA,NA,NA,NA,NA,NA,132.305145132326
Rhode Island Greening,131,17787,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,6.48291375370918,13.3463147372647,304.381208036337,166.883802788494,12.7142763301537,6.99716169563736,151.723909510262,1.0418048799619,1.89166903230764,152.526383385749,NA,NA,NA,NA,NA,4.5828,14.3,191.116,5.2654,3.12036309679672,12.8378912285219,8.28676640279225,281.604475051552,10.0407896252452,241.34808762796,1.5981371849907,-44.6973671364042,11.3890104336586,-20.8131285073173,-47.5599011977963,95.2500152116089,4.59138681462202,4.5644679922128,129.556170623314
Iunost,867,222595,USDA,domestica,dessert,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.691919793272,0.957664807648394,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.416,3.2548,NA,9.84264512330718,2.0066685195774,225.760744008684,4.45143914056812,94.9934946836442,4.59089013349941,NA,NA,0.444772894989137,-26.8820734773743,NA,NA,NA,70.9908344561289
KAS 59,276,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.729395250493,2.00549994355707,NA,NA,NA,NA,NA,NA,NA,5.36,11.1,NA,NA,2.07089552238806,11.5048191478648,5.86934469345496,257.589780200231,7.48144269033351,179.174422706277,1.97251772312339,-8.67805044782838,-3.51869197300622,NA,NA,4.98742283080192,NA,NA,105.657518362329
Kaz 95 05-01P-22,1242,693175,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.723909510262,1.0418048799619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.37754762941224,19.0619774237597,233.194109138255,9.74357743398234,34.615397631686,0.346170344231984,NA,NA,NA,NA,NA,NA,NA,83.1215067904982
Uralskoje Nalivnoje,1172,17731,USDA,domestica,NA,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.973349053297076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.014840964848,3.35326848317477,7.56811095756751,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paraquet,947,132350,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,5.82700512447091,15.6392394782753,303.526135121907,157.308272253586,12.9942646540614,8.96267138656397,153.930159232927,1.01275573268704,2.30729484895444,149.539838180946,NA,NA,NA,NA,NA,4.5024,13.3,127.422,5.2742,2.95398009950249,10.9030512787347,6.47274917806821,267.69212956525,10.6501529930934,142.36693216336,1.69052937334416,-30.4406848444614,21.984201119372,-10.4974743335842,-50.477706720079,74.7369874833352,NA,NA,113.940772152395
S38-06-140,681,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,296.526135121907,357.558272253586,4.72759798739467,3.63867138656397,152.79485660998,1.04490662252616,NA,144.539838180946,NA,NA,NA,NA,NA,3.5175,11.7,259.547,3.9546,3.35530124528395,11.163173323367,6.35102391703371,261.13395851218,7.70511827862619,282.880962237377,1.80700767499287,-44.6152298282814,4.80890747713558,-8.24868596770273,-48.6756743115811,85.6827334890644,NA,NA,108.290906066069
Barenhecke 3 x Klipphausen,199,652476,USDA,sylvestris,dessert,Germany,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.829091513081,1.08121155930926,NA,NA,NA,NA,NA,NA,NA,NA,14.6,23.632,13.1134,NA,12.7775476294122,26.3515774237597,282.194109138255,13.9651774339823,35.3253976316861,0.333382298793363,NA,14.2629276246465,-33.1019561438634,-6.0992954655171,NA,NA,NA,132.121506790498
KAS 48,331,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.090889688367,2.0022540018732,NA,NA,NA,NA,NA,NA,NA,3.886,10.9,128.096,4.3088,2.8049408131755,11.7634964324277,5.25763611736155,257.38225588311,7.38253689761749,182.044305989141,2.24731837450507,-26.0884566132713,-7.34047430020341,-29.6347121081387,-41.6352392171511,24.8127922147762,NA,NA,107.316543369685
Kogetsu,236,24812,Kentville,domestica,dessert,Japan,old,1981,3.7922,15.5,109.961,4.9113,4.0873371657613,3.42700512447091,6.6856725701306,297.303775771216,153.200823202573,13.8053757651725,6.47291754159528,153.902283798909,1.05254219322643,4.39416353582314,143.653584176428,10.6563854521657,12.2751040149346,-28.22427601802,-24.125404526788,-6.98258878078747,3.3634,12.6,109.274,5.8818,3.74620919307843,11.346342263012,4.15967901911314,260.466259419763,8.06715299309345,134.777267481273,2.76118386990046,-19.142799611565,11.0490033521623,-18.9225289678889,-27.0895196231483,35.6740213469913,1.8545163319657,2.33771779531515,106.369416628548
Bob White,478,24897,USDA,domestica,crab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.87861441224,1.05254219335598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bemali,496,91465,USDA,domestica,NA,Russia,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.068394612845,1.07186498865696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baxter,572,21301,USDA,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.152431041208,3.01652880128209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S23-04-05,659,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.109211809305,1.55254219285952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAS 56,314,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.766870707714,1.54490662253751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJC 686-1,86,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.087341819815,2.0525421923091,NA,NA,NA,NA,NA,NA,NA,5.226,14.6,129.556,5.5988,2.79372368924608,12.2745897249,9.47117731982011,274.509574850694,8.87321276717099,217.407056459703,1.32814461210615,-44.8220656890916,18.9449124346919,-40.4085579788835,-36.9022230514479,110.347853974714,NA,NA,123.370170439185
Benitts Roter Finkenwerde,490,165073,USDA,domestica,dessert,Germany,old,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.261561501797,1.05839530670868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3332017117911,16.5748320109672,261.745462080596,9.80167258840315,253.178588122662,0.493616057270742,NA,NA,NA,NA,NA,NA,NA,107.892794127239
Astrachan,578,NA,Kentville,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.538764819112,1.05839530615826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4447727446196,10.0422668990821,239.583582074857,4.47383120822743,264.904500936148,1.25176124831665,NA,NA,NA,NA,NA,NA,NA,87.7831544611299
Jakob Fischer,848,254931,USDA,domestica,dessert,Germany,old,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.802378698257,2.03907251091124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.874660648995,8.59481287084344,241.109896120038,8.37107254124853,290.911042183448,1.440959795278,NA,NA,NA,NA,NA,NA,NA,91.3532216829242
S47-23-52,657,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,7.17096778532419,11.1463147372647,246.681396325251,172.718320959762,10.9048551243641,6.09985924190561,149.919981433079,1.03227374218582,1.48089602806412,96.3161168890418,NA,NA,NA,NA,NA,4.02,7.9,114.632,3.7478,1.96517412935323,9.14327328241068,6.84680977165737,232.954375277669,5.69537011894648,131.593140376667,1.31708634178849,-41.2865241759609,-13.5976826242569,-12.8890763820349,-34.1956725949663,49.20617327826,2.73749708919169,2.92187774670395,76.1617627273973
Bonum,385,5648,USDA,domestica,dessert,United States,new,1856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,1.03143694058923,NA,NA,NA,NA,NA,NA,NA,4.9312,14.2,129.728,5.4374,2.87962362102531,11.9447727446196,7.59006689908209,281.583582074857,10.4294312082274,118.202500936148,1.49210068724227,-35.0308756752018,18.8804534301102,9.75063892267219,-47.8648462083854,92.9912401788037,NA,NA,127.78315446113
Niedzwetzkyana,1301,112249,USDA,domestica,dessert,Turkmenistan,old,NA,NA,NA,NA,NA,NA,3.9623420687773,15.7780546184273,290.346529897922,109.213115894175,12.11666633352,5.50474322950482,149.937810152951,1.55839530684958,2.9684186670942,140.644664158878,NA,NA,NA,NA,NA,2.6398,12,69.678,4.504,4.54579892416092,10.3266658681362,3.67560085406419,253.982370582202,9.70405189831529,87.9329031327515,2.97927642319088,-28.1804498145897,16.2040115680223,-20.7600368944856,-53.5863982674914,52.5806363174671,NA,NA,104.068952673247
Ohio Nonpareil,937,21314,USDA,domestica,dessert,United States,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.970171128687,2.05839530697913,NA,NA,NA,NA,NA,NA,NA,6.968,14,197.632,5.592,2.00918484500574,12.1103338634156,8.89625486840457,281.724490963878,8.94385189831529,216.21447137512,1.28438506207846,-21.6749058668817,15.6037493094467,-8.59446236735952,-37.4766033295639,56.4316577891657,NA,NA,127.77512817579
Shizuka,32,NA,Kentville,domestica,dessert,Japan,old,NA,4.5426,13,212.373333333333,4.20616666666667,2.86179720864703,3.4623420687773,18.5780546184273,304.346529897922,228.113115894175,13.0499996668533,7.17374322950482,153.873103573496,2.03907251118169,3.58462973740561,150.644664158878,31.2002081182055,-0.38313921938479,-6.89999016459181,-41.3671979592583,-20.1647752127876,4.1942,15,303.038,4.827,3.57636736445568,13.1640976806157,6.33376969716115,278.331744980257,8.08335187473797,332.92640930347,2.07523063696367,-33.7803519777507,13.9462830186051,-8.97748225080757,-40.2846730564173,72.3358985143148,1.34956959060184,2.31099897869024,124.381330812935
Worcester Pearmain,1189,172774,USDA,domestica,dessert,United Kingdom,old,1874,NA,NA,NA,NA,NA,4.48476503367898,12.2463147372647,252.617090139369,143.459010983394,10.9934167818834,5.63464242411909,154.481729785166,1.05839530629917,2.36484920306476,100.218468268541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.128473684759,6.8384244014358,243.007197512402,6.52967258840315,122.627567897588,1.56681006620918,NA,NA,NA,NA,NA,NA,NA,88.489333244511
Korobovka,773,287726,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.89126212142,1.00208830223084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oldenburg,1114,18075,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.818956576131,1.01695102752155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S23-03-749,651,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,1.824962453291,13.2780546184273,279.660534535034,82.3431921062478,11.5322747057127,5.99609467579372,153.219447465249,0.87377772892287,7.11197793193034,125.432797758858,NA,NA,NA,NA,NA,3.5242,11.2,100.1675,3.93925,3.1780262187163,11.2806506018435,3.93019321560997,261.298252346457,7.07412080214154,119.623344497009,2.87848428547721,-10.3301083009722,-0.714946368698996,-16.2642539203504,-44.3146348475209,10.4062382674926,16.3099229150415,18.4733945547097,109.263670110821
KAS 41,334,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.998413344909,0.925695950136177,NA,NA,NA,NA,NA,NA,NA,7.2226,11,NA,NA,1.52299725860493,11.9682911148768,13.08609603664,250.297842877691,8.89188949239235,214.563995600147,0.975803716283912,-44.8070686645023,-8.09047094178046,NA,NA,56.0761896260099,NA,NA,98.2388594351273
Malt Bagaevskii,1031,522645,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.930190989881,0.983601804821462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0035927217321,5.80137567724556,236.362963068164,6.82207050309443,121.758381609614,1.87918889591203,NA,NA,NA,NA,NA,NA,NA,85.3801585043647
Yellow Transparent,179,3968,USDA,domestica,dessert,Former Soviet Union,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925695950449233,NA,NA,NA,NA,NA,NA,NA,5.9764,8.5,93.5,2.8458,1.42226089284519,9.65711723816268,7.83395545193615,225.092618316642,7.12800252015658,116.955463677648,1.25832322019371,-23.7115906942904,-11.9820150219366,-20.0550388499128,-60.0757716912608,13.0282641232865,NA,NA,NA
KAZ 93-42-01,210,652444,USDA,sieversii,wild,Kazakhstan,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.803792517393,2.48360180455101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KAS 6,343,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,5.69803595639826,4.98394030184186,313.012047075109,176.930287982137,15.1406871424558,5.49515632414339,154.077063418775,0.948641757881167,2.69967600134262,159.012858771939,NA,NA,NA,NA,NA,3.0552,12.3,115.738,7.1946,4.02592301649647,11.1477233085618,4.85202221826356,278.470650700707,8.24849251277704,182.51342807348,2.28220115658751,-37.0324400308828,10.3364306732767,-36.58658367131,-12.7767893484118,76.405265805591,4.89897861156126,4.85090685690759,124.445833416072
Rogers Mac,271,NA,Kentville,domestica,NA,United States,new,1932,NA,NA,NA,NA,NA,8.8623420687773,19.7392394782753,262.374946948941,214.265748070315,13.0388885557422,4.21014659716363,151.538764819112,0.983601804551009,1.5685478660606,110.974456836802,NA,NA,NA,NA,NA,5.6414,12.9,193.816,4.2572,2.28666643031872,13.4447727446196,10.6720668990821,239.583582074857,6.85903120822743,184.704500936148,1.17175257253233,-47.1386372167025,-4.05192973483029,4.93301409422709,-37.9329256456294,95.1492562441657,NA,NA,87.7831544611299
Lady,142,7901,USDA,domestica,dessert,Europe,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.272799548266,2.47845993633222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uljanisceva,1212,199434,USDA,domestica,dessert,Latvia,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.124776464728,1.96263229986433,NA,NA,NA,NA,NA,NA,NA,7.7184,13.3,NA,NA,1.72315505804312,13.1070685448213,9.08785388724633,285.487185072684,8.63699109892402,149.057481422128,1.47457470709151,-15.0690570539232,1.47196495172775,NA,NA,16.8577658192657,NA,NA,132.386518759268
Akin,501,6176,USDA,domestica,dessert,United States,new,NA,3.886,11.9,119.055555555556,5.63755555555556,3.06227483273289,4.88542089844316,9.14631473726467,311.734245685366,139.76766111246,11.7047779125858,8.30714456487536,152.087541673587,1.51555798372517,2.34797658804145,159.763551389493,-20.4572117575713,1.6678837383517,-14.8189541071583,-32.1360605737798,30.4218640138685,4.2478,11.2,115.902,6.1426,2.63665897641132,8.84634226301196,5.98207901911314,267.466259419763,10.4363529930935,126.721267481273,1.46053389470161,-28.9912422348819,26.605999033398,-8.5378466427286,-41.1422744701621,80.5270652037825,3.53200502531038,3.8916866702856,115.369416628548
Lowry,1116,10412,USDA,domestica,dessert,United States,new,NA,NA,NA,153.618,7.0076,NA,2.28542089844316,14.0463147372647,311.734245685366,202.56766111246,13.427000134808,8.41214456487536,153.97929176372,0.976151304744719,5.78571690155817,157.763551389493,NA,NA,-24.1645980625133,-16.6966289516706,NA,3.9664,12.7,134.899,5.4713,4.09120377194745,12.7708390873763,3.07592725336915,285.427962395192,10.2887414256952,166.974619127943,3.97895910182003,28.9497336341583,-0.554694072109358,-19.2098771031574,-46.8224559873191,2.82095561314209,2.39198399110176,2.380784014777,131.420494194911
Mitschurins Samenloser,980,136937,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.738098661259,1.00007421559999,NA,NA,NA,NA,NA,NA,NA,5.3064,13.7,NA,NA,2.58178802954922,12.056961557392,8.79318297560044,245.096777564918,7.40089707583786,154.47677461946,1.45755145276331,-39.6532516754815,13.6273009977432,NA,NA,77.1318621139938,NA,NA,94.4258763171213
Hubbards Pearmain,738,24688,USDA,domestica,dessert,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01458716679435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Le Bret,762,19008,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.538764819112,1.98958943738552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Koningszuur,163,483014,USDA,domestica,dessert,Netherlands,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJCA 14R3A108,37,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.869359952959,2.50208830208994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2447727446196,14.0622668990821,253.583582074857,8.08063120822743,187.892500936148,0.778868584560376,NA,NA,NA,NA,NA,NA,NA,101.78315446113
Nehou,925,152072,USDA,domestica,cider,France,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96712825514964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Red Canel,1110,137677,USDA,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152.260775034928,1.05900342875153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248.54473453806,6.91608103488237,134.124567672298,NA,NA,NA,NA,NA,NA,NA,NA,96.6331697458257
Norhey,1061,17651,USDA,domestica,dessert,Canada,new,1976,NA,NA,NA,NA,NA,7.78542089844315,7.28982598525645,248.273279386459,92.7250666365978,11.6047779125858,6.88090616310858,150.064948886178,1.00007421639185,1.4507732622667,98.2068396325409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6569577140577,10.604181880743,233.476793395162,9.54970902966554,75.3608859818877,1.20206701786783,NA,NA,NA,NA,NA,NA,NA,83.4828179788143
S42-28-05,617,NA,Kentville,domestica,dessert,Canada,new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.159399352673,2.47436788795449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Baldwin,380,9071,USDA,domestica,NA,United States,new,NA,3.7386,11.3,79.098,4.636,3.02252179960413,4.17096778532419,11.7608926106443,309.450129909605,111.938007688345,10.4270773465863,5.53424886596653,153.929801020662,3.04574342518099,2.37558617275427,154.959729979409,-10.3661262224442,8.37169059362052,-29.3376739201731,-16.2307277413997,27.2326735299944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27172859068028,4.1757768608244,NA
Kent VI,581,NA,Kentville,domestica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,155.543729411979,1.00864537728022,NA,NA,NA,NA,NA,NA,NA,4.5962,12.3,172.69,7.0896,2.67612375440581,12.3794741208056,6.61278019747237,288.572970093756,7.9660336825079,191.624939063656,1.84603369928449,-30.4951947176949,-0.64198301179879,-9.88124988124119,-11.0021337774708,44.9661376952684,NA,NA,134.555840793175
Northwood,933,18705,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161.306377018404,NA,NA,NA,NA,NA,NA,NA,NA,3.0954,14.3,127.91,6.388,4.61975835110163,10.9972606448744,3.21067068106636,266.736272670345,9.17585515078653,139.53920890463,3.57108007677566,-3.59023682329435,30.0323822611674,-8.3340080511551,-30.3825104578679,29.3658571575025,NA,NA,105.615184140429
Chisel Jersey,153,2937,USDA,domestica,cider,United Kingdom,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994618924188074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubra Precoce Breviglieri,1174,210164,USDA,domestica,dessert,Italy,old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.717947054131,1.97334905315617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ingol,214,17180,USDA,domestica,dessert,Germany,old,1975,6.5928,14.2,180.598,3.809,2.15386482223031,6.74641585071699,12.4463147372647,308.230220104738,197.869574986821,12.6275451253176,4.57584692950425,153.73466085368,1.47565768525149,1.87345528705755,154.049461928711,-2.27699943371655,12.4525777502842,-8.72876741559249,-16.7585791508837,14.9675061427898,10.3716,15.8,273.423333333333,5.04433333333333,1.52339079794824,11.9878735128027,14.0752900726963,275.279203634086,7.75675178285403,352.41819447513,0.843221136084766,-26.3134191449513,31.7998557719687,-22.4150916099684,-34.9684832704894,80.6632605322999,3.04177568505214,3.16943383639736,121.269852668734
